custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___e6f876a3-b021-4976-b51e-b4b5d57d4a82,o4-mini-2025-04-16,"The table’s surface is intersecting the infected NPC’s mesh, embedding the zombie’s torso and arms into the tabletop. This indicates a collision or clipping error between the environment object and character model.",NPC Mesh Clipping Through Table,"A wooden table in the environment is clipping directly through an infected zombie’s model. The zombie’s torso and arms appear partially submerged in the table surface, breaking immersion and potentially causing incorrect hit detection or collision behavior. This could confuse players regarding the character’s actual position and affect gameplay interactions with the object or NPC.",Environment Object (Wooden Table) / NPC Character Model,"Ground truth states a visible character is standing inside the table, clipping through it. Generated report describes an NPC (infected zombie) whose torso and arms are partially submerged in a wooden table, i.e., the table is clipping through the character. Both identify the same core issue: character-table interpenetration/clipping. Details like calling it a zombie or potential gameplay effects do not change the fundamental bug, so they match.",True
question___7f771e83-c2eb-4575-b0aa-3632fc0584dc,o4-mini-2025-04-16,"A semi-transparent, rectangular polygon is visible on the rock face at the bottom right of the scene, indicating a missing or improperly applied terrain texture or mesh data.",Missing Terrain Texture/Shader on Cliffside,"On the rocky cliffside below the player character, a large, semi-transparent rectangular patch appears instead of the expected rock texture. This suggests a missing or corrupted terrain texture or an incorrectly rendered mesh/UV that results in a blank quad. The visual artifact breaks immersion and could cause issues with collision detection or navigation if the geometry is also malformed.",Environment (Terrain/Cliff Geometry),"Ground truth bug is about a character or person floating above the ground (likely incorrect positioning or physics). Generated report is about a missing or transparent texture on a cliffside terrain, a visual artifact unrelated to character position. The core issues are different, so they do not describe the same bug.",False
question___f30767ff-5190-49d9-9118-601ee88d7d2e,o4-mini-2025-04-16,"The prone soldier’s model is partially embedded in the ground, with only the torso and weapon visible above the concrete surface, indicating a collision or clipping error between the character and terrain mesh.",Prone Character Clipping into Ground,"When the soldier goes prone on the concrete dock, the character model sinks into the ground, leaving only the upper body and weapon visible. This suggests the collision bounds for the prone animation are misaligned with the terrain mesh height. The clipping obstructs player visibility of their own character and may interfere with hit detection or immersion.",Character model / environment collision,"Ground truth states that the soldier model is clipping into the ground. The generated report describes a soldier/character who, when prone, sinks into the ground so only the upper body is visible. Both point to the same core problem: the character model intersecting/clipping with the terrain. Details like “prone” or “concrete dock” are extra context but do not contradict the core issue. Therefore they describe the same bug.",True
question___06f30afd-547a-48cc-9a3f-98eefc11f347,o4-mini-2025-04-16,"The character’s face shows a large, solid black blotch over the right eye and cheek area, which doesn’t match any expected helmet or equipment. This indicates a missing or corrupted facial texture or improperly applied mask asset.",Corrupted facial texture causes black blotch over character’s eye,"When the character is rendered, the right side of the face appears as a solid black shape, obscuring the eye and surrounding cheek. This seems to be caused by a missing or misaligned facial texture (or mask mesh) on the character model. The issue persists across animations and camera angles, breaking immersion and preventing clear visibility of the face.",Character model (facial texture/mesh),"Both descriptions refer to a visual defect located on the character’s head/face. The ground truth mentions a “visible glitch” where a dark object protrudes from the character’s head due to clipping. The generated report describes a “solid black shape” obscuring part of the face, attributing it to a corrupted or misaligned facial texture/mesh. In essence, both highlight an unintended dark artifact on the face area caused by geometry/texture problems. Despite different wording (clipping vs. corrupted texture), they pinpoint the same symptom (dark blotch/object on the face) and the same locus (character head/face). Thus they describe the same bug.",True
question___2bccc0ba-f9b2-4f1c-92b9-2a821238d878,o4-mini-2025-04-16,"The AI-controlled helicopter is intersecting and partially embedded in the mountain geometry. The vehicle model clips through the cliff face, suggesting a collision/rendering issue.",AI Helicopter Clipping Into Mountain Geometry,"An AI helicopter (Kirion1991) is stuck inside the cliff wall above the player, with its model penetrating the rock surface. This collision glitch breaks immersion, makes the vehicle unreachable and may prevent interaction or further AI pathfinding in this area.",AI helicopter (vehicle),"The ground truth bug involves a gun asset visibly floating unsupported in the air, implying an item not obeying gravity or correct placement. The generated report concerns an AI-controlled helicopter whose model is intersecting (clipping) with mountain geometry and getting stuck in a cliff wall. These refer to different objects (gun vs helicopter), different locations (air vs inside cliff), and different manifestations (floating vs clipping/stuck). Therefore they do not describe the same bug.",False
question___630c7cdc-d0a3-43ca-989c-4a13042803d1,o4-mini-2025-04-16,"A dark, triangular arrow-shaped model is visibly floating behind the NPC’s shoulder and clipping into the wall, indicating improper placement or bone attachment.",Floating Arrow Model Clipping Through Character/Environment,An arrow prop is incorrectly positioned behind the NPC character. It hovers in mid-air and intersects both the character’s shoulder and the background wall. This distraction breaks immersion and suggests an error in the arrow’s attachment point or collision handling during scene rendering.,Arrow prop / NPC character model,"Ground truth bug is specifically about the character model itself intersecting (clipping) with the wall. The generated report instead describes an arrow prop that is floating and clipping through both the character and the wall. The main object exhibiting the clipping is different (character vs. arrow prop), and the scenario involves prop-attachment rather than the character’s own position. Therefore, they do not describe the same core issue.",False
question___c382ed0a-145d-427d-a546-15e6e059e89e,o4-mini-2025-04-16,"The NPC’s character model is displaying large bright cyan areas (likely a debug UV color) through the jacket and missing geometry on the hands, indicating reversed normals, missing polygons or a failed texture/shader assignment. This exposes the interior mesh rather than the intended clothing textures.",NPC Jacket Shows Debug UV Color and Missing Hand Geometry,"When standing near the player, the NPC’s jacket interior is rendered in a bright cyan debug color instead of the proper fabric texture, and sections of the mesh appear to be missing or inverted (especially around the arms and hands). This suggests a normals or mesh culling issue, or a missing texture/shader call. It breaks visual immersion and may confuse players about collision boundaries or character appearance.",NPC character model (jacket mesh and hand geometry),Ground truth bug refers to two characters clipping/merging together (overlap issue between two character models). The generated report instead talks about a single NPC’s jacket interior showing debug UV color and missing hand geometry (texture/mesh rendering issue). No mention of two characters intersecting. Therefore they describe different issues.,False
question___4988d899-1238-4abd-a28e-b7c10e6bcc0d,o4-mini-2025-04-16,"The Guimbal Cabri G2 helicopter is positioned at an odd angle inside the hangar, with its landing skids not touching the floor and part of the fuselage clipping through the wall. This indicates a placement/physics collision error in the hangar environment.",Helicopter model rotated and clipped into hangar wall,"When loading the Guimbal Cabri G2 in the hangar, the aircraft is spawned rotated approximately 90° and partly intersecting with the hangar's wall geometry. The landing skids hover off the floor, the main rotor blades penetrate the ground, and the fuselage clips through structural beams. This visual and physics glitch prevents accurate pre-flight checks and may interfere with camera movement or player interaction.",Guimbal Cabri G2 helicopter model,"Ground truth issue: the helicopter spawns upside-down (180° inverted). Generated report: helicopter spawns rotated ~90° and partially inside hangar wall, with skids hovering and clipping issues. The orientation (90° vs 180° upside-down) and the primary problem (clipping into wall) differ from simply being upside-down. Therefore they do not describe the same bug.",False
question___bb139a58-c006-4c44-bfb7-e95fd63806be,o4-mini-2025-04-16,"I can see a series of sharp black vertical bands slicing through the NPC’s model on the right side of the screen. They look like Z-fighting or depth ordering artifacts between the tent’s cloth geometry and the character mesh, causing parts of the guard to disappear behind these bands.",Vertical Z-Fighting Stripes Clipping Character Mesh,"When viewing the camp tent area from this camera angle, the tent’s cloth and the guard NPC’s body geometry fight for the same depth, resulting in multiple black vertical stripes that cut through the guard model. These stripes intermittently occlude sections of the character, breaking immersion and making it difficult to see NPC details in cinematic or dialogue scenes. This could also distract players trying to focus on facial expressions or read subtitles during cutscenes.",Environment cloth (tent) & NPC character mesh,"Ground truth: large portions of the character’s body (head, neck, torso) are entirely missing — a disappearance of geometry for the whole right-side character. Generated report: describes Z-fighting between tent cloth and NPC, producing intermittent black vertical stripes that momentarily occlude parts of the guard. This is an overlapping-geometry depth conflict, not a wholesale loss of body parts. The phenomena (missing major body regions vs. flickering vertical stripes from depth fighting) and their causes differ, so they do not describe the same bug.",False
question___9d2b86ea-668b-4c2c-983a-387aea492aa2,o4-mini-2025-04-16,"The central enemy’s character model fails to render, leaving only the hit/muzzle flash effects and the persistent red health bar and reticle. The game still treats the target as alive even though its mesh is gone.",Invisible Enemy Model with Persistent Combat UI,"After firing on the central foe, its 3D mesh disappears entirely, yet impact flashes, the red health bar, and target reticle remain onscreen. This makes it impossible to see or interact with the actual body, and the ongoing UI marker suggests the enemy is still active, leading to player confusion and obstructing clear visual feedback during combat.",Enemy Character Model & Combat UI,"Ground truth: characters partially sink into the ground (lower body clipped). Generated report: enemy model disappears completely after being shot, leaving only UI elements; issue is full invisibility, not ground clipping. No mention of sinking or ground intersection, and ground truth does not involve UI persistence. Thus they describe different issues.",False
question___7ed7785e-add8-4591-8aa7-d542fe8c2887,o4-mini-2025-04-16,"In the screenshot the in-world objective/teammate markers (the “C” and “B” icons) are being occluded by foliage and tree branches. These icons should render on top of all world geometry to remain clearly visible, but instead they’re depth-tested against the scene and end up hidden behind vines and leaves.",Objective/Teammate Icons Hidden Behind World Geometry,"The C and B markers above friendly AI/teammate models are depth-tested against the 3D environment, causing them to be partially or fully obscured by foliage (tree branches, vines). This breaks the intended HUD behavior, making it difficult for players to quickly identify teammates or objectives in dense environments and potentially leading to confusion during gameplay.",UI (In-world Objective/Teammate Markers),"Ground truth bug concerns character model positioning/animation: character and gun floating in air while hands remain idle. Generated report concerns UI markers (objective/teammate icons) being occluded by world geometry due to depth testing. No overlap in symptoms, systems affected, or core issue.",False
question___49507a6d-f1e7-4dd3-b68e-f78a4fa1e10b,o4-mini-2025-04-16,The sheep model perched on the wooden beam is intersecting with the beam’s geometry—its legs and belly are partially submerged inside the beam instead of resting cleanly on top. This indicates a collision or alignment issue between the sheep model and the beam surface.,Sheep Model Clipping Through Wooden Beam,"When a sheep stands on the elevated wooden beam inside the barn, portions of its model (legs and lower body) clip into the beam surface. The collision boundaries or placement logic do not match the visible model, causing the sheep to appear partially embedded in the beam. This clipping breaks visual immersion, may confuse players about where to place animals, and could lead to unpredictable behavior if the sheep moves or if players attempt to interact with it.",Character (Sheep),"Ground truth describes two sheep floating near the ceiling—an issue of the animals being completely airborne and positioned high in the scene. The generated report instead talks about a single sheep partially clipping into a wooden beam while standing on it, emphasizing collision boundaries and partial embedding. Floating high near the ceiling versus partial clipping in a beam are different manifestations; they involve different positions, number of sheep, and type of visual error. Therefore, they do not describe the same bug.",False
question___7436dd5d-0568-46eb-932e-a65441944c45,o4-mini-2025-04-16,"The image shows two identical player character models rendered in the exact same position and animation state, with one clipping directly through the other. This overlap is not intentional and indicates a duplication or entity‐stuck glitch in the rendering system.",Overlapping Duplicate Character Model,"A second instance of the player character is being spawned or failing to despawn, causing both models to occupy the same world space. The two models clip through each other, creating visual artifacts and potentially interfering with hit detection, collision, or player movement. This may confuse players by obscuring vision, lead to inconsistent gameplay interactions, and indicate deeper entity management issues on the server or client side.",Character model,"Ground truth describes an animation/rigging issue where a single character’s hand is wrongly positioned and protrudes from the belly area. The generated report instead talks about a completely different problem: a duplicate character model spawning and overlapping with the original, causing overall clipping between two full models. There is no mention of mis-positioned hands in the generated report, nor of duplicate models in the ground truth. Therefore they do not describe the same bug.",False
question___5ec16bfe-1855-41fd-820c-c81cbec49ae5,o4-mini-2025-04-16,"An NPC in a ragdoll state is intersecting the stone water‐channel geometry, causing parts of the character model to clip through the stone boundary and appear submerged in the water where they shouldn’t.",NPC Rag-doll Clipping Through Water Channel Geometry,"When the NPC is downed or enters a rag-doll state atop the narrow stone channel edge, their body meshes penetrate the channel walls and water surface. The model’s legs and torso are partially submerged through the stone boundary, breaking visual immersion and potentially blocking the player’s path. This clipping occurs inconsistently depending on the rag-doll orientation and can obscure player navigation cues.",NPC model,"Ground truth: a fallen person (rag-doll) sinks partly into the ground (environment). Generated report: when an NPC is downed/rag-dolls on a stone water-channel edge, the body penetrates the channel walls/water, i.e., partly sinks into surrounding geometry. Both describe the same underlying bug: a rag-dolled character clipping into static world geometry rather than resting on top of it. Differences in location detail (ground vs channel edge) do not change the core issue.",True
question___cf341a61-5553-407f-8141-6444d1297379,o4-mini-2025-04-16,"A stray arrow that is part of the world geometry is being drawn on top of the HUD element (quest title), indicating a depth-sorting issue between the 3D world and the UI layer.",In-world arrow clipping over HUD,"An arrow embedded in the scaffold directly behind the player character is rendered above the quest title UI instead of being occluded by it. This depth-sorting error causes the arrow to overlay and partially obscure critical quest text, potentially confusing players and reducing readability of the on-screen instructions.",UI (quest title) / environment object (arrow),"Ground truth bug concerns ragdoll physics: a character’s body clips into the ground and appears in an unnatural pose. Generated report discusses a depth-sorting/UI issue where an in-world arrow renders above the HUD, obscuring quest text. No mention of ragdoll, body parts, or physics; no character clipping into ground. They address different systems and symptoms.",False
question___5c8b8307-2266-428f-9553-01efe4c45cef,o4-mini-2025-04-16,"The front left wheel of the truck is abnormally deformed and appears to be clipping through the chassis and ground. The tire mesh is crumpled and sunk into the vehicle body rather than resting flat, indicating a rendering or mesh-placement error rather than true in-game damage.",Truck Front-Left Tire Mesh Deformation and Clipping,"When the player approaches the stationary truck, the front-left tire is visibly distorted: the tire mesh is crumpled, missing its rim, and intersects with both the chassis and the ground plane. This mesh deformation does not correspond to any in-game damage state and persists regardless of vehicle movement or damage. It breaks immersion by displaying an impossible wheel position and may confuse players about the truck’s actual condition.",Vehicle front-left wheel,"Ground truth bug: an NPC/character in orange clothes clipping into the truck’s fuel tank (character-truck intersection). Generated bug: front-left tire of truck is deformed and clipping into chassis/ground (vehicle mesh issue, no character involved, different location – wheel not fuel tank). Core issues are completely different, so they do not describe the same bug.",False
question___68426304-5705-4995-8967-9adf5a6e89a4,o4-mini-2025-04-16,The in-game performance overlay (showing GPU/CPU/RAM usage and FPS) is visible in what appears to be a photo or cut-scene mode. This overlay should be hidden to avoid distracting from the presentation and to produce clean screenshots.,Performance Debug Overlay Visible During Photo Mode,"When entering photo mode or capturing screenshots, the performance stats overlay (GPU temperature, memory usage, CPU load, RAM usage, DirectX version, FPS) remains on screen. This overlay overlaps the main view and distracts from the intended clean camera framing. Players expect photo mode to hide debug information, so its continued display degrades the visual fidelity of captured images and could obstruct important on-screen elements.",UI,Ground truth bug concerns character model clipping (two characters with blue hat intersecting each other). Generated report concerns an on-screen performance debug overlay remaining visible in photo mode. These issues involve entirely different areas (character animation/geometry vs UI overlay) with no overlapping symptoms or context.,False
question___0a408cdf-72a0-4464-b7f0-0c99be1eaa6c,o4-mini-2025-04-16,"The ground and surrounding environment geometry past the cliff’s edge are missing, revealing an empty void and causing nearby fence segments and rock fragments to float unnaturally. This appears to be a level streaming or culling error where distant meshes failed to load or render.",Missing Terrain Mesh and Floating Debris Beyond Cliff Edge,"Upon approaching the cliff, the terrain and environmental meshes beyond the edge fail to render, exposing a large white void. Additionally, portions of the wooden fence and small rock fragments are left floating in mid-air without proper support. This visual glitch breaks immersion and could allow players to unintentionally fall through the world if collision is also missing. The issue likely stems from incorrect level streaming, occlusion culling, or missing asset references for that section of the map.",Environment (terrain mesh and fence props),"Ground truth states that a portion of the scene is not rendered and therefore some elements appear to float in front of the girl. The generated report similarly describes that terrain meshes beyond a cliff are not rendered, leaving a white void, and resulting in fence pieces and rocks floating in mid-air. Both accounts refer to missing environment rendering and consequent floating objects. The scenario, symptoms, and cause (objects missing support due to non-rendered terrain) are the same, despite different wording and added speculation about causes.",True
question___263db65f-c8d7-48ae-bfb9-930cab3f955a,o4-mini-2025-04-16,"The player character model (“I Love Bacon”) is rendered with an unnatural, solid blue outline (halo) that persists continuously. This glow effect should not appear under normal gameplay conditions and obstructs visibility of the character’s true silhouette.",Constant Blue Outline on Player Character Model,"The player character ‘I Love Bacon’ is surrounded by a continuous, bright-blue outline. This halo is not part of any ability or visual indicator in standard gameplay and remains active at all times, making it difficult to distinguish the character’s true shape and color. The effect may distract players and could interfere with aiming or identifying teammates versus enemies.",character model,"Ground truth bug concerns weapon positioning: the character’s hand is in holding pose while the weapon is detached, floating and clipping into the character. Generated report talks about an unwanted continuous blue outline/halo around the player character. The visual symptom, cause, and gameplay impact are entirely different; no mention of weapon detachment or floating, and no outline in ground truth.",False
question___6f86e013-61eb-4283-abc7-a8e23b4f9b8f,o4-mini-2025-04-16,"The zombie corpse’s torso and jacket geometry are intersecting and clipping directly through the car’s hood mesh. The body appears to phase through the vehicle surface rather than resting naturally on it, indicating a collision or placement error between the corpse model and the car model.",Zombie Corpse Clipping Through Car Hood,"When a zombie corpse is killed and lands on the car trap setup, its ragdoll mesh improperly collides with the vehicle, causing significant clipping of the torso and clothing through the hood. This visual glitch breaks immersion, can obscure the trap activation prompt, and may confuse players about the object’s physical interaction boundaries.",Character model (zombie corpse),"Both descriptions identify the same visual issue: a zombie (alive or corpse) intersects/clips with the car hood. The generated report adds details such as trap setup, ragdoll behavior, and impact on UI, but the core problem—zombie model clipping into the car’s hood—matches the ground truth.",True
question___3e05d224-d5d4-4826-a189-cdbc7f81692e,o4-mini-2025-04-16,"The top‐center objective HUD displays the distance as two separate text elements: the numeral “2” is rendered to the left of the marker icon, while the unit “m” appears on its right. This misalignment suggests a UI text‐rendering or anchoring bug.",Objective distance indicator unit split around marker icon,"When an objective is very close (2 meters away), the HUD splits the distance label into two parts: the numeric “2” is drawn on the left side of the exclamation‐marker icon and the unit “m” on the right side. This separation makes the distance hard to read at a glance and likely stems from incorrect UI element anchoring or text layering. Players might misinterpret the distance to the objective or find the HUD visually jarring.",UI,"The ground truth bug concerns an animation/visual issue where a character should visually hold a gun but the gun model is absent. The generated bug report, however, describes a UI problem in the HUD where the distance number and unit are split around an icon. These issues involve different game elements (character model vs. HUD text) and different symptoms (missing object vs. mis-aligned text). Therefore they do not describe the same bug.",False
question___627f5fff-6638-4faf-aaf4-b196b96c866a,o4-mini-2025-04-16,"The overhead tram/trolley wires exhibit inconsistent rendering, with visible black speckles and disconnected segments that float unnaturally above the street. These artifacts suggest a texture or geometry issue in the wire mesh.",Overhead Cable Rendering Artifacts,"The power/tram wires suspended above the intersection are rendered with black spots and appear broken or floating in parts. Segments do not connect properly to support structures, and the speckled look indicates a texture or shader malfunction. This is visually distracting and breaks immersion in the city environment.",Environment (Overhead Wires),"Ground truth describes two cars, one floating and clipping into the other. Generated report talks about overhead cables rendering issues (black spots, broken segments). No overlap in object (cars vs wires), type of issue (floating/clipping vs texture artifacts) or location context. Therefore they are different bugs.",False
question___9241fba8-8974-419b-b85b-3bfd552a04ab,o4-mini-2025-04-16,In the screenshot the wooden log cart and both player models are floating in mid-air rather than resting on the ground or on their intended supports. This indicates a physics or collision handling failure where the cart’s hinge/joint constraints and player collisions are not being applied correctly.,Floating Log Cart and Players Due to Physics/Collision Glitch,"The wooden log cart assembly is completely detached from its support beams and is suspended in mid-air. Both player characters are also levitating above the cart and ground instead of standing or sitting normally. This suggests that the cart’s physics constraints or collision mesh are not being registered, allowing the object and any attached entities to ignore gravity and collide incorrectly. This can disrupt gameplay by preventing log transport functionality and can confuse players when building or operating mechanical structures.",Wooden log cart (physics object) and attached player characters,"Ground truth states a single character from the specific cut-scene/quest “TheLost Disaster” is hovering in mid-air. The generated report instead talks about a wooden log cart object and any player characters attached to it floating because of missing physics/collision, without any mention of the “TheLost Disaster” NPC or scene. The objects involved (log cart vs. quest NPC) and scenario are different, so they are not describing the same bug even though both involve floating entities.",False
question___87fb490a-1abf-4ab3-8544-fdcc60592bf2,o4-mini-2025-04-16,Two NPC character models standing side by side are visibly intersecting—one character’s torso and limbs clip through the other’s geometry—indicating that collision boundaries between characters are not being enforced correctly.,NPC Meshes Clipping Through Each Other,"When two NPCs are positioned very close together (as seen between the brown-clad and mustard-clad characters near the archway), their character meshes interpenetrate. Parts of one character’s torso and arms visibly pass through the other’s mesh, creating an unnatural overlap. This visual glitch can break immersion and may confuse players about interaction zones or hitboxes during close-quarters scenes.",NPC character models,"Ground truth states that multiple characters are clipping into each other. The generated report describes NPC meshes interpenetrating when they are close together, with torsos and arms passing through each other. This is the same issue of character models clipping into one another.",True
question___c3631459-db19-48b6-b271-a7ec54e74725,o4-mini-2025-04-16,"The on-screen ammo counter at the bottom center shows “10 .5” with a decimal point separating the current magazine and reserve rounds. It appears the UI glyph for the slash or divider has been replaced or rendered as a dot, leading to an incorrect and confusing ammo display.",Ammo counter separator rendered as decimal point,"The player’s ammo UI in the bottom center should display the number of rounds in the magazine followed by the number in reserve separated by a slash or vertical bar (e.g. “10/5”). Instead, a decimal point is rendered between the two numbers (“10 .5”), suggesting the separator glyph is missing or corrupted. This misleads the player about their actual ammunition count and could impact decision-making during gameplay.",UI – Ammo count indicator,"Ground truth bug describes a physics/positioning issue where a vehicle is floating in the air. Generated report describes a UI formatting issue in the ammo counter separator. The subjects, systems involved, and symptoms are completely different.",False
question___6b40bbef-bd46-4f7e-b67c-82b122111d2c,o4-mini-2025-04-16,"The mousepad is rendered in a uniform bright purple color, which is a common placeholder when a texture or material fails to load. This stands out against the rest of the scene and indicates a missing asset rather than an intentional art choice.",Missing Mousepad Texture Displays as Solid Purple,"The in-game mousepad appears as a solid bright purple object instead of the intended textured surface. This suggests the texture file or material reference for the mousepad is missing or failed to load. The placeholder coloring can be jarring and breaks visual immersion, making it difficult for players to identify and interact with the mousepad in the environment.",Environment object (Mousepad),"Ground truth bug concerns an unexpected hand model clipping/emerging from the desk area, holding a knife (a geometry/animation/spawn issue). The generated report concerns the mousepad’s texture being missing and appearing solid purple (a texture/material loading issue). These are completely different problems in nature and symptoms; no overlap in object behavior or visual artifact type.",False
question___6830a364-34a0-4c86-9c8c-61c3bb1aafb9,o4-mini-2025-04-16,"The character’s facial textures have failed to render properly, leaving only the eyes and teeth visible against a completely blacked-out face mesh. This suggests a shader or texture loading error on the character model.",Character Face Texture Missing – Only Eyes and Teeth Rendered,"When the character appears on screen, their entire face is rendered as a solid black surface, while the eyes and teeth remain visible and correctly shaded. This glitch obscures facial details and expressions, potentially breaking immersion and making it difficult to read character reactions during cutscenes or gameplay. The issue likely stems from a failed texture bind or shader compilation error for the facial material.",Character model (face textures/shader),"Both descriptions report that the character’s eyeballs (eyes) and teeth are rendered correctly while the rest of the facial skin is not rendered properly. The ground truth states the facial skin is missing, and the generated report says the face appears as a solid black surface, implying the skin texture failed to render. Despite the slight wording difference (""missing"" vs. ""solid black""), both point to the same core issue: facial skin not displaying while eyes/teeth show.
",True
question___d1f4cd14-254d-4baa-8dc5-d30a37374c89,o4-mini-2025-04-16,"In the store preview for the “Truth Enforcers” pack, the character’s body mesh fails to render—only the helmet, cloak and attached scrolls are visible—indicating the main armor geometry is missing or invisible in this view.",Character Body Mesh Missing in Pack Preview,"When viewing the Truth Enforcers premium pack in the acquisition center, the 3D preview does not display the soldier’s body armor or underlying model. Only the helmet, cloak and scroll accessories are rendered, making it impossible to see the full cosmetic set. This visual glitch misrepresents the item and could confuse players considering the purchase.",Store UI – Character Preview Model,"Both reports describe a visual issue where the character’s body/mesh is not rendered while some clothing or accessories (cape/helmet/scroll) are still visible, resulting in floating gear with no underlying model. Although the generated report situates the issue in a store preview for a premium pack, and the ground-truth mentions the right-side character in an image, the fundamental defect—missing character mesh with clothing still shown—is identical.",True
question___d42ad968-50d0-4eea-b237-7ad512d577e6,o4-mini-2025-04-16,"In the screenshot the player’s pistol model visibly intersects the helicopter’s landing skid, indicating a collision or mesh‐clipping issue between the weapon and the environment model.",Player weapon model clips through helicopter skid,"When the helicopter hovers low, the first‐person weapon model passes straight through the helicopter’s landing skid mesh rather than stopping or sliding along it. This clipping breaks visual immersion and may mask collision boundaries, potentially confusing players about safe zones under vehicles.",Environment (helicopter landing skid),"Ground truth bug concerns a helicopter visually missing its main rotor blades while hovering. The generated report discusses the player’s first-person weapon model clipping through the helicopter’s landing skid. These are entirely different visual issues: one is about absent rotor blades, the other about mesh collision of weapon models with the skid. No overlap in symptoms or affected elements.",False
question___4fa871fe-e780-4831-ae22-4b23cf205c2a,o4-mini-2025-04-16,"The downed police NPC’s face mesh is incorrectly positioned and clipped through the torso, indicating a bone/mesh alignment error rather than an intentional animation.",NPC Face Mesh Clipping Into Torso,"When the police guard NPC is downed on the ground, the face geometry is rendered on the chest area instead of at the head position. The head appears missing from its normal location, and facial features are intersecting with the shirt mesh. This misalignment breaks visual continuity and may confuse players about NPC states or reduce immersion.",NPC character model,"The ground truth describes a character whose head is inside their own body around the belly area. The generated report describes an NPC whose face/head geometry clips into the torso/chest, leaving the head missing from its proper position. Both refer to the same visual issue: the head (or face) being rendered inside the character’s torso when the character is on the ground. The details (belly vs. chest area) are not contradictory but merely approximate locations within the torso, and both convey that the head is misplaced inside the body. Therefore, they describe the same core bug.",True
question___8a5ee047-2d80-4ef7-a6f0-7699984ead7a,o4-mini-2025-04-16,"The vehicle’s wheels are either missing or misaligned. The rear wheel is completely absent (revealing the suspension coil), and the front wheel is floating partially outside its wheel well instead of resting on the ground.",Car Wheels Missing and Floating,"When the scene loads, the rear wheel of the car does not render at all, exposing the suspension spring behind the wheel arch. The front wheel is rendered but is improperly positioned – it is floating in midair and clipping through the fender rather than making contact with the ground. This makes the vehicle appear to hover unnaturally and may confuse players or break immersion.",Vehicle wheel models,"Ground truth: front wheel intersecting car body; rear wheels intersect ground (all wheels present but positioned incorrectly). Generated: rear wheel entirely missing (not rendered), front wheel floating above ground and clipping through fender. Although both mention incorrect wheel positioning/clipping, the ground truth explicitly refers to all wheels present and clipping issues, while the generated report introduces a different symptom (missing rear wheel) and does not mention rear wheels clipping with the ground. Therefore they do not describe the same bug.",False
question___ac3161ae-8ff0-4134-a64f-795ca365eb3e,o4-mini-2025-04-16,"The AI-controlled character is suspended in midair directly in front of a wall rather than standing on solid ground or properly interacting with the environment, indicating a physics or collision/animation error.",NPC Floating Midair / Clipped Through Floor,"During a nighttime mission sequence, an allied or neutral NPC appears halfway through a wall and is floating in midair without support. The character’s lower torso and feet are not visible, suggesting the model is clipped into the building’s geometry and the physics engine failed to ground the NPC. This visual glitch can break immersion and may even interfere with player movement or cover mechanics if the NPC obstructs a doorway or firing line.",NPC character model / collision geometry,"Ground truth bug concerns a character stuck in its default animation pose (A-pose or T-pose), indicating an animation failure. The generated report instead describes an NPC whose lower body is clipped into geometry and is floating, a collision/physics issue. It makes no mention of the character being in a default pose, nor does the ground truth mention clipping or floating. Therefore they describe different core issues.",False
question___c595b559-454b-4ed6-9f17-63b62cb851a5,o4-mini-2025-04-16,"The apple displays several solid black patches in the exact shape of the character’s gloved fingers, suggesting that the glove’s material or shadow maps have been incorrectly projected onto the fruit. These artifacts are not part of the intended texture or lighting, indicating a rendering or texture-mapping error.",Glove Texture/Shadow Artifacts Projected Onto Apple,"In the current scene, portions of the character’s black glove appear as opaque black patches on the apple’s surface. The patches align perfectly with the glove’s finger geometry, implying that either the glove texture or its shadow/decal map is erroneously being applied to the apple. This visual glitch breaks immersion and could confuse players by obscuring the fruit’s intended appearance. It may also mask important visual cues if the apple’s condition or color is gameplay-relevant.",Object (Apple),"Ground truth bug describes a geometry-level clipping problem: the apple visually intersects/penetrates the person’s hand. The generated report describes a shading/texture problem: black glove texture or shadow is projected onto the apple, creating patches on its surface. No mention of intersection or clipping is made; instead it focuses on incorrect texture application. Therefore they are different issues.",False
question___83830d94-f33b-43c7-8973-ccdf848aec07,o4-mini-2025-04-16,"The mounted NPC’s arm bones appear to be mis-positioned and float out to the sides at an unnatural angle, indicating a skeletal or animation binding error.",Mounted NPC Arms Floating Outward,"When standing next to the player, the NPC on horseback displays both arms extended outward in a stiff, T-pose–like position rather than resting naturally on the reins. The limbs appear detached from the torso and intersect with the environment and horse geometry. This breaks immersion and could cause collision issues or clipping if the player interacts with the NPC or horse.",NPC character model (arm bones/animation),"Ground truth: a mounted character is stuck in a T-pose AND the character’s lower body is sunk/merged into the horse (clipping).
Generated report: also deals with a mounted NPC that is stuck in a T-pose (""both arms extended outward in a stiff, T-pose–like position"") and notes clipping/intersection with the horse geometry. While the generated report emphasizes the arms floating outward rather than explicitly stating that the lower body is merged inside the horse, it still describes the same visual fault: a mounted character in an incorrect T-pose that results in geometry intersection/clipping with the horse. The missing specific mention of the lower-body merge is a detail difference, not a fundamentally different bug. Both reports point to the same core issue: incorrect mounting animation causing T-pose and clipping with the horse model.",True
