custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___87fb490a-1abf-4ab3-8544-fdcc60592bf2,google/gemma-3-27b-it,The helmet on the character closest to the camera appears to be clipping through the character's face and neck. This indicates an issue with the model's positioning or the helmet's attachment point.,Helmet Clipping Through Character Face,"The helmet model on a character is intersecting with their face and neck, creating a visual distortion. The helmet appears to be positioned too far forward and downward. This is a noticeable visual bug that breaks immersion. It may occur with other characters or helmets as well.",Character Model (Helmet),Ground truth bug is about multiple characters intersecting/clipping with each other (character-to-character overlap). The generated report describes a helmet model intersecting with the same character’s face/neck (equipment-to-character clipping). The core issues involve different objects: characters vs. character equipment. Therefore they do not describe the same bug.,False
question___c3631459-db19-48b6-b271-a7ec54e74725,google/gemma-3-27b-it,"The reticle (scope overlay) appears to be significantly misaligned with the actual point of aim. The crosshair is positioned far below where the player is likely intending to shoot, based on the visible target in the distance.",Scope Reticle Misalignment,"The scope reticle is not accurately aligned with the point of aim. When aiming down sights, the crosshair is positioned noticeably lower than where the bullets will actually land. This makes accurate aiming extremely difficult and impacts gameplay significantly. The misalignment is consistent within the scope view shown.",Scope/Reticle,"The ground truth describes a visual bug where a vehicle appears suspended in mid-air (floating). The generated report describes an aiming issue where a scope’s reticle is vertically offset from the actual bullet impact point. These involve entirely different objects (vehicle vs. weapon scope) and different symptoms (floating vs. misaligned crosshair). Therefore, they do not refer to the same bug.",False
question___6b40bbef-bd46-4f7e-b67c-82b122111d2c,google/gemma-3-27b-it,"The hand interacting with the mouse appears to be clipping through the mouse itself. The fingers are rendered *inside* the mouse casing, which is not physically possible and indicates a collision detection or model rendering issue.",Hand Clipping Through Mouse,"The player's hand, specifically the fingers, are clipping through the mouse model during interaction. This creates a visual artifact that breaks immersion. It doesn't appear to impact functionality, but is a noticeable graphical error. The clipping is consistent in the provided screenshot.",Player Hand & Mouse,"Ground truth describes a disembodied hand (holding a knife) sticking up through the desk/mouse-pad—an unexpected, likely NPC or phantom hand emerging from the environment. The generated report talks about the player’s own hand/fingers intersecting (clipping) with the mouse model while using it. No mention of a knife, an extra hand, or a hand emerging from the desk; instead it focuses on minor mesh intersection between hand and mouse. Therefore the two reports address different visual bugs.",False
question___9241fba8-8974-419b-b85b-3bfd552a04ab,google/gemma-3-27b-it,"The wooden structure appears to be clipping through itself and other objects in the environment. The planks are intersecting in unnatural ways, and some sections seem to be floating or misaligned. This suggests an issue with the model's collision detection or the way the environment is being rendered.",Environment Clipping - Wooden Structure,"The wooden structure in the image exhibits significant clipping issues. Planks are intersecting with each other, and parts of the structure appear to float or be misaligned. This creates a visually jarring effect and breaks immersion. It's possible this could also lead to issues with player movement or interaction with the structure if the collision is also affected.",Environment - Wooden Structure,"The ground truth issue is about a specific character that is unintentionally floating in the air. The generated report instead discusses an environmental asset (a wooden structure) with clipping/misalignment causing parts of it to appear to float. These are different objects (character vs environment asset) and different types of problems (character floating vs structure clipping). Therefore, they do not describe the same bug.",False
question___627f5fff-6638-4faf-aaf4-b196b96c866a,google/gemma-3-27b-it,"The vehicle in the foreground (black car) appears to be missing textures or is rendered with a completely flat, dark material. This is unusual for a game environment and suggests a rendering issue with the car's model or material assignment.",Vehicle Texture Missing/Rendering Error,"The black car in the foreground is rendered without proper textures, appearing as a solid, dark shape. This makes the vehicle look unnatural and out of place within the environment. It may be a material assignment error or a failure to load the vehicle's textures. This could impact visual fidelity and immersion.",Vehicle (black car),"Ground truth bug concerns incorrect positioning – one car floating above ground and intersecting another car (clipping). The generated report instead describes a visual issue with missing/incorrect textures on a black car, not about its position or clipping. Therefore they refer to different problems.",False
question___3e05d224-d5d4-4826-a189-cdbc7f81692e,google/gemma-3-27b-it,The character's head appears to be clipping through the concrete wall. This indicates a collision detection or model positioning issue.,Character Head Clipping Through Wall,"The player character's head is intersecting with a concrete wall. This visual glitch breaks immersion and suggests a problem with the game's collision detection or the positioning of the character model relative to the environment. It does not appear to be blocking gameplay, but could potentially cause issues if the character attempts to turn or interact while in this state.",Character Model & Environment (Wall),"The ground truth bug concerns a missing weapon (gun) in the character’s hand despite the pose indicating it should be present. The generated bug report instead describes the character’s head clipping through a wall, a collision/geometry issue. These are entirely different visual problems with no overlapping elements.",False
question___6f86e013-61eb-4283-abc7-a8e23b4f9b8f,google/gemma-3-27b-it,The amount and distribution of blood splatters on the car and surrounding objects appear excessive and unnatural. The blood seems to be clipping through the car's surface and is distributed in a way that doesn't align with a realistic impact or damage scenario. It looks like a texture or particle effect issue.,Excessive and Clipping Blood Splatter on Vehicle,"The vehicle and surrounding area are covered in an abnormally large amount of blood splatter. The blood appears to clip through the car's hood and other surfaces, and the distribution is inconsistent with expected damage. This creates a visually jarring and potentially disturbing effect. It may be a problem with the blood particle system or texture application.","Vehicle (Car), Environment (Ground, Objects near car), Blood Particle Effect",Ground truth issue is the zombie character model intersecting/clipping into the car’s hood. Generated report talks about blood splatter effects being excessive and clipping through the car’s hood and other surfaces. It involves blood particles/textures rather than the zombie model itself. Therefore the core problems are different.,False
question___0a408cdf-72a0-4464-b7f0-0c99be1eaa6c,google/gemma-3-27b-it,"The fog/atmosphere appears to be clipping aggressively through the environment, particularly around the rocks and the wooden structure. It's obscuring details that should be visible and creating an unnatural visual effect.",Fog Clipping Through Environment,"The fog or atmospheric effect is clipping through solid objects in the environment, specifically rocks and the wooden fence. This results in a dense, unnatural fog obscuring parts of the scene that should be clearly visible. This impacts visual clarity and immersion. The fog seems to be rendering *inside* the geometry.",Environment/Atmosphere,"Ground truth talks about scene rendering issue manifested as floating elements in front of the girl – geometry or objects are incorrectly rendered and appear to float. The generated report instead discusses fog/atmospheric effects clipping through rocks and fences, creating dense fog where it shouldn’t be. No mention of floating elements or incorrect object placement; instead it’s about volumetric effects penetrating geometry. These describe different visual problems.",False
question___263db65f-c8d7-48ae-bfb9-930cab3f955a,google/gemma-3-27b-it,"The character in the center of the screen is heavily outlined with a bright blue glow, which is not intended. This appears to be a rendering issue causing the character's model to emit an unintended emission or outline effect.",Character Outlined with Blue Glow,"The player character (or a nearby NPC) is surrounded by a bright blue glow/outline. This is visually distracting and likely a bug related to material properties, lighting, or post-processing effects. It does not appear to impact gameplay directly, but detracts from the visual fidelity of the game.",Character Model,"Ground truth bug concerns the weapon not attaching to the character’s hand and clipping issues. Generated report talks about a blue glow/outline effect around the character, unrelated to weapon positioning or clipping. They describe different visual issues.",False
question___5c8b8307-2266-428f-9553-01efe4c45cef,google/gemma-3-27b-it,"The texture on the truck appears to be missing or corrupted in several areas, particularly on the cab and the bed of the truck. This results in a flat, untextured appearance where detail should be present. It's likely a texture loading or rendering issue.",Truck Texture Missing/Corrupted,"The texture on the truck is missing or corrupted, causing large portions of the vehicle to appear flat and lacking detail. This is most noticeable on the cab and the truck bed. The issue affects the visual fidelity of the vehicle and may indicate a problem with texture loading or rendering. It does not appear to impact gameplay directly, but is a significant visual distraction.",Truck (Vehicle),"The ground truth bug concerns character-model clipping: a person in orange is partially inside the truck’s fuel tank. The generated report instead talks about missing or corrupted textures on the truck, resulting in flat, detail-less surfaces. These issues involve completely different symptoms (geometry intersection vs. texture rendering) and different affected elements. Therefore, they do not describe the same bug.",False
question___cf341a61-5553-407f-8141-6444d1297379,google/gemma-3-27b-it,"The character model appears to be clipping through the wooden floor and debris. The legs and lower torso are embedded within the floor geometry, and the character is in an unnatural, contorted pose. This suggests an issue with collision detection or model positioning.",Character Clipping Through Floor,"A character model is clipping through the wooden floor and debris in the environment. The character's legs and lower torso are embedded within the floor geometry, resulting in a visually jarring and unnatural pose. This could potentially obstruct player movement or interaction with the character. The character is also lying in a very awkward position.",Character Model & Environment Geometry (Floor/Debris),"Both descriptions talk about a character that is lying on the ground with parts of their body (legs/lower torso) clipping or embedded into the floor/environment, resulting in an unnatural or awkward pose. The generated report’s details (clipping through wooden floor/debris, unnatural pose) align directly with the ground-truth ragdoll physics clipping issue.",True
question___5ec16bfe-1855-41fd-820c-c81cbec49ae5,google/gemma-3-27b-it,The character model appears to be clipping through the environment (stone stairs and ground). This is visually jarring and indicates a collision detection or model placement issue.,Character Clipping Through Environment,"The player character is partially embedded within the stone stairs and ground. The legs and lower torso are intersecting with the environment geometry. This clipping is noticeable from a top-down perspective and detracts from the visual fidelity of the game. It's unclear if this impacts movement or interaction, but it could potentially lead to further issues.",Character Model & Environment Geometry (Stone Stairs/Ground),"Ground truth says a person lying on the ground is partially clipping into the ground. Generated report describes the player character being partially embedded/intersecting with the ground/stone stairs, specifying legs and lower torso clipping into environment geometry. Both refer to the same type of issue: a character model partially penetrating the ground surface. No conflicting details; generated report adds context (stone stairs, top-down view) but does not change the core bug. Therefore they describe the same bug.",True
question___49507a6d-f1e7-4dd3-b68e-f78a4fa1e10b,google/gemma-3-27b-it,"The character model appears to be clipping through the floor. The legs and lower torso are submerged into the ground, indicating a collision detection or model positioning issue.",Character Clipping Through Floor,The player character is partially sunk into the floor within the barn structure. This is visually jarring and could potentially impede movement or interaction with nearby objects. The clipping occurs around the legs and lower torso of the character. It's possible this is happening at a specific point in the barn or is triggered by a certain action.,Character Model / Environment Collision,"The ground truth describes a visual bug where two white sheep are floating near the ceiling (objects unexpectedly levitating). The generated report talks about the player character partially sinking into the floor (clipping downward). These are opposite manifestations (floating up vs. sinking down) and involve different entities (sheep vs. player character). Therefore, they are not the same bug.",False
question___7436dd5d-0568-46eb-932e-a65441944c45,google/gemma-3-27b-it,"The character's shadow appears to be significantly distorted and stretched, not accurately reflecting the character's pose or shape. It's overly long and doesn't maintain proper proportions.",Distorted Character Shadow,"The character's shadow is rendered incorrectly, appearing stretched and distorted. The shadow's length and shape do not correspond to the character's position or pose. This is visually jarring and breaks immersion. It may indicate an issue with the shadow casting or rendering calculations.",Character Shadow,"The ground truth describes a problem with the character model’s hand placement: a hand improperly protrudes from the belly region. The generated report, however, discusses an issue with the character’s shadow being stretched and distorted. These involve different aspects (character mesh/rigging vs. shadow rendering) and are unrelated. Therefore, they do not describe the same bug.",False
question___bb139a58-c006-4c44-bfb7-e95fd63806be,google/gemma-3-27b-it,The character's left hand appears to be clipping through the horse's body. This indicates a collision detection or model positioning issue.,Hand Clipping Through Horse Model,"The character's left hand is visibly intersecting with the horse's body. This clipping issue breaks immersion and suggests a problem with the character's hand animation or the horse's collision model. It doesn't appear to impact gameplay directly, but is a noticeable visual flaw.",Character (hand) and Horse Model,"Ground truth describes a severe rendering glitch where large portions of a character’s body (head, neck, torso) are missing. The generated report instead talks about a clipping issue where the character’s hand intersects a horse model. These are entirely different visual problems: missing body parts vs. hand clipping. Therefore, they do not describe the same bug.",False
question___9d2b86ea-668b-4c2c-983a-387aea492aa2,google/gemma-3-27b-it,"The reticle and the UI elements associated with the objective ('FORWARD TO DEATH', 'Neutralize Militech's forces') are clipping through the environment and the player's hand. This indicates a problem with the UI rendering order or depth of field.",UI Clipping Through Environment and Player Hand,"The objective UI elements and the reticle are rendering incorrectly, appearing to clip through the environment (ground, rocks) and the player's hand. This makes the UI difficult to read and detracts from the visual experience. It doesn't appear to impact gameplay functionality, but is a significant visual distraction.","UI (Reticle, Objective Markers/Text)","Ground truth bug concerns character models intersecting with the ground so that their lower bodies are embedded. Generated report talks about UI elements (reticle, objective markers) rendering on top of or through world geometry and the player's hand. These focus on entirely different objects (characters vs UI) and symptoms, so they are not the same issue.",False
question___7ed7785e-add8-4591-8aa7-d542fe8c2887,google/gemma-3-27b-it,The character model's left arm appears to be clipping through the horse's neck. This indicates an issue with collision detection or model positioning.,Character Arm Clipping Through Horse Model,"The player character's left arm is visibly intersecting with the horse's neck. This is a visual glitch that breaks immersion. It doesn't appear to impact gameplay functionality, but is a noticeable graphical error. The clipping occurs during normal riding.",Character Model & Horse Model,"The ground truth bug concerns a character model floating in the air with their gun also floating, while the character’s hands stay in an idle pose—indicating a complete detachment from expected positioning/animation. The generated report instead describes the character’s left arm clipping through a horse’s neck while riding, a different visual glitch involving mesh intersection, not floating or idle-pose issues. Since the core problems are unrelated, the reports do not describe the same bug.",False
question___c382ed0a-145d-427d-a546-15e6e059e89e,google/gemma-3-27b-it,"The player character's hands and arms appear to be detached and floating in front of the body, with a significant gap between the wrists and the sleeves. This is a clear indication of a rigging or animation issue.",Floating Hands/Arms - Player Character,"The player character's hands and lower arms are not properly connected to the character model. They are positioned significantly in front of the body, creating a floating effect. This is visually jarring and breaks immersion. It may also indicate a problem with the character's animation or skeletal mesh.",Player Character (Hands/Arms/Animation),"Ground truth issue is about two separate characters intersecting/merging with each other (clipping). The generated report instead describes a single character’s own hands/arms being detached and floating in front of its body, indicating a skeletal/animation problem internal to one model. The core problems (inter-character clipping vs. intra-character limb misplacement) are different, so they do not match.",False
question___4988d899-1238-4abd-a28e-b7c10e6bcc0d,google/gemma-3-27b-it,"The texture on the airplane in the hangar appears stretched and distorted, particularly on the nose and wings. This suggests a problem with UV mapping or texture application.",Airplane Texture Distortion in Hangar,"The texture on the airplane model within the hangar is significantly distorted, appearing stretched and low-resolution in certain areas (nose, wings). This breaks immersion and indicates an issue with the model's UV mapping or texture resolution. The distortion is noticeable and detracts from the visual quality of the scene.",Airplane Model (Guimbal Cabri G2),"Ground truth states the bug is that the helicopter appears upside-down (orientation problem). The generated report talks about distorted, low-resolution textures on an airplane model in a hangar (texture/UV issue). Different object involved and completely different type of defect; there is no mention of helicopter orientation in the generated report or texture issues in the ground truth.",False
question___630c7cdc-d0a3-43ca-989c-4a13042803d1,google/gemma-3-27b-it,"The character on the left (Geralt) appears to have a distorted or 'stretched' texture on his armor, particularly around the shoulder and upper chest area. It looks as if the texture is not properly mapped to the model, causing it to appear elongated and unnatural.",Geralt Armor Texture Distortion,"Geralt's armor exhibits a noticeable texture distortion on the left side of his body, specifically around the shoulder and chest. The texture appears stretched and elongated, breaking the visual fidelity of the character model. This could be caused by incorrect UV mapping or a faulty texture file. While not game-breaking, it is a significant visual issue that detracts from the overall experience.","Character Model (Geralt), Armor Texture","Ground truth issue: a character on the left intersects/clips into a wall (positional/clipping bug). Generated report: Geralt’s armor texture is distorted/stretching on left shoulder/chest (texture/UV mapping issue). These are different problem types and involve different visual artifacts; no mention of wall clipping in generated report, and no mention of texture distortion in ground truth.",False
question___2bccc0ba-f9b2-4f1c-92b9-2a821238d878,google/gemma-3-27b-it,"The water surface appears to be exhibiting a strange, highly pixelated and distorted rendering. It doesn't resemble a natural water texture and looks like a blocky, low-resolution artifact. This is likely a rendering issue with the water shader or texture.",Distorted Water Rendering,"The water surface in the scene is displaying a heavily pixelated and distorted texture. It appears as large, blocky artifacts instead of a smooth, realistic water surface. This significantly detracts from the visual fidelity of the environment and may indicate an issue with the water shader, texture resolution, or rendering pipeline. The distortion is visible across a large portion of the water surface.",Environment - Water Surface,"The ground truth bug is about an object (a gun) floating in mid-air—an issue with object placement or physics. The generated report instead discusses pixelated, distorted water rendering—a graphical texture/shader problem unrelated to object placement. The core issues are completely different.",False
question___06f30afd-547a-48cc-9a3f-98eefc11f347,google/gemma-3-27b-it,"The character's head appears to be clipping through their helmet. The helmet is rendered on top of the head, rather than fitting over it, creating a visual distortion.",Helmet Clipping Through Character Head,"The character's helmet is clipping through their head, causing a noticeable visual glitch. The top of the head is visible through the helmet model. This impacts the visual fidelity of the character and may be distracting to the player. It suggests an issue with the helmet's positioning or the character's head model.",Character Model (Helmet),"Both descriptions point to a visual/clipping glitch located on the character’s head/face area. The ground-truth mentions ""a dark object… coming outside"" the character space, which is consistent with the generated report’s explanation that the helmet model is protruding/clipping through the character’s head. Both describe the same root problem: geometry clipping on the character’s head that produces a visible artifact.",True
question___7f771e83-c2eb-4575-b0aa-3632fc0584dc,google/gemma-3-27b-it,"The water texture appears to be extremely low resolution and pixelated, especially considering the overall graphical fidelity of the game. This is a noticeable contrast and suggests a texture loading or rendering issue.",Low Resolution Water Texture,"The water texture in the scene is significantly lower resolution than other textures, resulting in a pixelated and blurry appearance. This detracts from the visual quality of the game and is particularly noticeable when the player is near water. It may be a texture streaming issue or a problem with the LOD (Level of Detail) settings for water textures.",Environment - Water,"The ground truth bug describes a character positioning issue where a person is visibly floating above the ground. The generated report instead talks about low-resolution, blurry water textures, which is a graphical quality/LOD problem unrelated to character positioning or floating. Therefore, the two reports do not refer to the same underlying bug.",False
question___f30767ff-5190-49d9-9118-601ee88d7d2e,google/gemma-3-27b-it,"The character models appear to be clipping through the concrete surface. Their lower bodies are embedded within the ground, which is not intended behavior.",Character Clipping Through Ground,"Several character models (both allies and potentially enemies) are clipping through the concrete ground surface. This results in a visually jarring effect where the characters appear partially submerged. This could potentially impact gameplay if it affects character movement or collision detection, though that is not immediately apparent from the screenshot.",Character Models / Environment,"Both descriptions identify the same core issue: in the scene, a character model is clipping (partially submerged) into the ground. The generated report generalizes it to ""several characters,"" but that still encompasses the central soldier noted in the ground truth. The fundamental bug — character(s) clipping through the ground surface — is the same.",True
question___e6f876a3-b021-4976-b51e-b4b5d57d4a82,google/gemma-3-27b-it,"The character model appears to be clipping through the table. The legs and lower torso are intersecting with the tabletop, which is not intended behavior.",Character Clipping Through Table,The player character is clipping through the table in the room. The character's legs and lower body are intersecting with the tabletop. This visual glitch breaks immersion and could potentially lead to collision issues or unintended interactions with the environment.,Character Model & Environment (Table),"Both descriptions report the same core issue: the character model is intersecting/clipping with a table (character standing inside the table, legs/lower body passing through the tabletop). The generated report provides extra context but does not introduce a different problem. Therefore they describe the same bug.",True
question___c385395a-7cb4-4df0-80b6-cff43f00e9ab,google/gemma-3-27b-it,"The character's face appears distorted and stretched, particularly around the mouth and chin. The textures seem to be pulling and warping in an unnatural way. This is likely a rigging or texture mapping issue.",Character Face Distortion - NPC 'Co nowego o okolicy?',"The face of the NPC 'Co nowego o okolicy?' is severely distorted. The mouth and chin areas are stretched and warped, creating an unnatural and unsettling appearance. This affects the visual fidelity of the character and may break immersion. The distortion is noticeable during dialogue.",Character Model (NPC 'Co nowego o okolicy?') - Face/Head,Ground truth bug: two characters’ heads interpenetrate/clip into each other. Generated report: single NPC face distortion (mouth and chin stretched/warped). No mention of two characters or clipping between them; issue is different (mesh deformation vs interpenetration). Therefore they do not describe the same bug.,False
question___fef66676-e81f-407f-907c-1f1ec8c8246b,google/gemma-3-27b-it,"The vehicle appears to be partially embedded in the ground, with its wheels sinking into the terrain. This is not a natural position for a vehicle and suggests a collision detection or terrain rendering issue.",Vehicle Sinks Into Terrain,"The vehicle (rusty van) is partially sunk into the ground, specifically the wheels. The vehicle is clipping through the terrain, appearing as if it's driving into the ground. This affects the visual fidelity of the game and could potentially impact vehicle movement or collision physics if the player attempts to interact with it.","Vehicle (Rusty Van), Terrain","Ground truth describes a character standing on a car with their legs clipping into the vehicle. The generated report describes a vehicle whose wheels sink into the ground/terrain. The objects involved (character vs. vehicle) and the clipping context (legs into car vs. wheels into terrain) are different, so they are not the same bug.",False
question___fe5f4c6f-fcc3-47be-91b6-a3648a93c724,google/gemma-3-27b-it,The character model appears to be clipping through a cardboard box. This indicates a collision detection issue where the character is not properly interacting with the environment.,Character Clipping Through Box,The player character is partially inside a cardboard box in the environment. This visual glitch breaks immersion and could potentially lead to gameplay issues if the character gets stuck or if interactions are affected. The clipping is noticeable on the character's back and arms.,Character Model & Environment (Cardboard Box),"The ground truth bug is specifically about a character’s leg that is raised, bent unnaturally, and clipping through a desk. The generated report describes a different scenario: the character’s back and arms are clipping into a cardboard box, with no mention of a raised/bent leg or a desk. Although both involve character-environment clipping, the object (desk vs. cardboard box), the body part affected (leg vs. back/arms), and the precise visual symptom differ. Therefore they do not describe the same bug.",False
question___36f97ecf-c5d0-4c52-a09d-ac6b079404c3,google/gemma-3-27b-it,"The red, looping line extending from the character's hand appears to be a visual artifact or a bug in the animation/effect system. It doesn't seem to be a natural part of the game's visuals and is likely an unintended rendering issue.",Floating Red Line Artifact During Interaction,"A bright red, looping line is visibly extending from the character's hand while interacting with an object (likely a ladder or platform). This line does not appear to be part of any intended visual effect and is a distracting graphical glitch. It persists throughout the interaction animation. This could potentially obscure important visual cues or break immersion.",Character (Animation/Effects),"The ground truth describes a clipping issue where the character’s leg and another character’s body intersect (clip) with the ladder and wooden ledge while climbing. The generated report instead talks about a bright red, looping line (visual artifact) extending from the character’s hand during interaction. There is no mention of limb clipping or intersection with geometry, and the red line artifact is unrelated to the described clipping problem. Therefore, they do not describe the same bug.",False
question___02983e91-c83d-4a83-a670-f07cd7df19db,google/gemma-3-27b-it,"The texture on the thatched roof of the building appears to be stretched and distorted, particularly on the right side. This is likely due to incorrect UV mapping or texture scaling.",Stretched/Distorted Texture on Thatch Roof,"The texture applied to the thatched roof of the building is visibly stretched and distorted, creating a low-quality visual appearance. The distortion is most prominent on the right side of the roof. This impacts the visual fidelity of the environment and may be distracting to the player.",Environment - Building (Thatch Roof),"The ground truth issue concerns a character hovering above the ground (incorrect character positioning/animation). The generated bug report instead discusses a stretched or distorted roof texture (environmental texture issue). These are entirely different problems in different areas (character vs. environment texture), with no overlapping symptoms or context.",False
question___7e89ddca-b087-44b0-9b64-8c4e47fd3e56,google/gemma-3-27b-it,"The terrain in the distance appears to be rendering incorrectly, displaying a 'blocky' or 'layered' effect instead of a smooth transition. This suggests a problem with the level of detail (LOD) or texture streaming.",Terrain Rendering Issue - Blocky Distant Terrain,"Distant terrain is not rendering smoothly, exhibiting a blocky, layered appearance. This is particularly noticeable on the mountains in the background. The issue impacts visual fidelity and immersion. It's possible this could affect performance if the game is constantly attempting to render these incorrectly loaded textures.",Environment/Terrain,"The ground truth issue involves a character model intersecting (clipping) with an airplane model, i.e., a collision/clipping problem. The generated bug report discusses blocky, improperly rendered distant terrain textures, which is a graphics rendering/LOD issue unrelated to character clipping. No overlap exists between the two problems.",False
question___98092b09-796d-4956-8dc5-3e33ffe95606,google/gemma-3-27b-it,The character model's left arm appears to be clipping through the weapon (gun) they are holding. This indicates an issue with the positioning or collision detection of the character's limbs relative to the equipped item.,Character Arm Clipping Through Weapon,The character's left arm is visibly intersecting with the gun model. This clipping is noticeable during gameplay and breaks immersion. It may also indicate a more significant issue with character animation or model rigging. The clipping occurs when the character is holding the weapon in a standard firing stance.,Character Model & Weapon,"Ground truth says the gun handle is clipping with character’s hand due to incorrect hand-gun positioning. Generated report says the character’s left arm intersects (clips) with the gun while holding it. Both describe a misalignment/clipping issue between a character limb (hand/arm) and the gun during the holding/firing pose, pointing to the same underlying animation/rigging problem. The slight difference (hand vs. arm) is minor—the core bug (limb of character intersecting/clipping with weapon) is identical.",True
question___69ab4c9c-0cc4-4332-ae29-4aa0cce4a8c9,google/gemma-3-27b-it,"The image shows excessive and unrealistic blood splatter covering the environment, character, and UI elements. The amount of blood is far beyond what would be expected for the scene and appears to be a rendering or particle effect issue.",Excessive Blood Splatter - Environment and Characters,"The game displays an abnormally large amount of blood splatter across the environment, on the zombie character, and even partially obscuring the UI. This excessive blood is visually jarring and detracts from the game's atmosphere. It may also potentially impact visibility during gameplay. The blood appears to be generated regardless of damage taken or actions performed.","Environment, Zombie Character, UI","Ground truth bug is about geometry clipping: the zombie passes inside/through a desk. Generated report is about an excessive blood-splatter visual effect covering environment, character, and UI. These are completely different issues (clipping vs particle/texture effect), with no overlap in symptoms or context.",False
question___3b3cf9f9-bb24-4c9c-9a1b-50194601fdd0,google/gemma-3-27b-it,"The character's hands appear to be clipping through the table. This indicates an issue with the character's animation or collision detection, causing the hands to render inside a solid object.",Character Hand Clipping Through Table,"During a cutscene or dialogue sequence, the character's hands are clipping through the surface of the table. This is visually jarring and breaks immersion. It may indicate an issue with the character's animation rig, collision boundaries, or the table's geometry. The clipping is noticeable and detracts from the overall visual quality.","Character (hands), Table","Ground truth bug concerns environmental objects (sheets of paper) floating unnaturally in the air, implying a physics or placement issue. Generated report concerns character hands clipping through a table, an animation/collision problem. These are completely different phenomena with no overlap in objects, context, or cause.",False
question___de7a8468-e1f3-44f9-9b21-462b0a281885,google/gemma-3-27b-it,The character's hands and weapon are clipping through the metal sink. This indicates a collision detection or model positioning issue where objects are not correctly interacting with each other.,Character Hand/Weapon Clipping Through Sink,"The player character's hands and weapon are visibly clipping through the metal sink in the bathroom. This creates a visual distortion and breaks immersion. While it doesn't appear to impact gameplay directly, it's a noticeable graphical error. The clipping is significant and easily reproducible in this scene.","Character Model, Environment (Sink)","Both reports involve clipping with a sink, but the ground-truth bug is specifically about a person’s LEGS clipping into a KITCHEN sink while in an unusual pose. The generated report instead talks about the CHARACTER’S HANDS and WEAPON clipping through a BATHROOM sink. The body part, object, and location all differ, so they are not describing the same bug instance.",False
question___cabc4187-a7f7-4afe-afde-8e9fbdbcf475,google/gemma-3-27b-it,"The character model appears to be clipping through the vehicle, specifically the windshield. This is a collision detection issue where the character is occupying the same space as a solid object.",Character Clipping Through Vehicle Windshield,"The player character is partially embedded within the windshield of a vehicle. The character's body is visible inside the vehicle cabin, intersecting with the glass. This visual glitch breaks immersion and could potentially lead to further issues with character movement or interaction with the environment. It is observed while aiming down sights.",Character Model & Vehicle (Windshield),"Ground truth describes the car itself intersecting with the terrain (car partially submerged in the ground). The generated report instead describes the player character intersecting with the vehicle windshield (character inside the glass). The objects involved (car vs. ground, character vs. windshield) and the context are different, meaning they are not the same issue.",False
question___4398f2b0-4059-4fd5-9427-403a08e68e5f,google/gemma-3-27b-it,"The character in red appears to be clipping through the ground. Their legs are partially submerged, and their posture is distorted as if attempting to stand on an uneven surface that isn't there. This indicates a collision detection or model positioning issue.",Character Clipping Through Ground,"A character is clipping through the ground, with their legs disappearing into the environment. This creates a visually jarring effect and could potentially impact gameplay if the character becomes stuck or experiences movement issues. The character's animation also appears distorted due to the clipping.",Character Model (Player or NPC),"The ground truth issue is the appearance of a disembodied/floating hand with a weapon on the left side of the image. The generated report instead describes a full (or partial) character whose lower body clips into the ground, causing legs to disappear. These are entirely different visual problems: one concerns an isolated hand floating in mid-air, the other concerns body-ground clipping. No overlap in symptom, location, or cause.",False
question___a40f7687-6d2f-4edf-9925-e3f0f0212059,google/gemma-3-27b-it,"The character model appears to be clipping through the terrain. The lower body is embedded within the rock face, while the upper body is floating above it. This indicates a collision detection or model positioning issue.",Character Clipping Through Terrain,"The player character is clipping through the terrain, specifically a rock face. The character's legs and lower torso are embedded within the rock, while the upper body remains above the surface. This visual glitch may also impact movement or interaction with the environment. It's possible the character is stuck or experiencing unexpected physics behavior.",Character Model & Terrain,"Both the ground truth and the generated report describe the same issue: the player character is clipping/embedded inside a rock in the terrain. The generated report adds details (legs and torso embedded, potential movement issues) but does not introduce a different problem. The core problem—character clipping into a rock terrain—is identical.",True
question___2bf22802-e3e5-491e-8153-d1cf5fdd6dfb,google/gemma-3-27b-it,"The shadow cast by the character and the bench appears overly harsh and pixelated, lacking the expected smoothness and gradient. It looks like there's a low shadow map resolution or an issue with shadow filtering.",Harsh and Pixelated Shadows,Shadows cast by the character and nearby objects (specifically the bench) are noticeably pixelated and lack smooth gradients. The shadow edges are jagged and appear low resolution. This detracts from the visual fidelity of the scene and may be distracting to the player. It could also indicate a performance issue if shadow quality is set to low when it shouldn't be.,"Shadows, Character, Bench","The ground truth describes a character positioning issue: the seated person is misaligned with the bench, floating and clipping through it. The generated report discusses visual artifact of pixelated, jagged shadows, unrelated to character alignment or clipping. No overlap in the core problem.",False
