custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___9241fba8-8974-419b-b85b-3bfd552a04ab,qwen/qwen-vl-max,"The character labeled 'TheLost Disaster' appears to be floating in mid-air, which is not a typical behavior for characters in most games. This suggests a physics or collision detection glitch.",Character Floating in Mid-Air,"The character 'TheLost Disaster' is positioned in mid-air, not interacting with the ground or any other object. This visual bug could affect gameplay by potentially allowing the character to avoid intended interactions with the environment or other characters.",Character,"Both descriptions refer to the same visual issue: a character associated with ""TheLost Disaster"" is floating or positioned in mid-air instead of standing on the ground. The generated report adds minor details about potential gameplay impact, but the core bug (character floating) is identical to the ground truth.",True
question___627f5fff-6638-4faf-aaf4-b196b96c866a,qwen/qwen-vl-max,"The image appears to be from a video game with a vintage city setting. There are no obvious visual glitches such as texture misalignments, clipping issues, or graphical artifacts. The scene looks coherent and well-rendered.",No visual glitches detected,The image shows a street scene with vintage cars and buildings. All elements appear to be rendered correctly without any noticeable graphical issues. The scene is clear and the objects are well-defined.,None,The ground truth describes a specific visual bug: one car is floating and clipping into another. The generated bug report explicitly states that no visual glitches are detected and that everything is rendered correctly. This directly contradicts the ground truth and does not describe the same issue.,False
question___3e05d224-d5d4-4826-a189-cdbc7f81692e,qwen/qwen-vl-max,"The image appears to be from a post-apocalyptic game environment. The character is well-rendered, but there is a noticeable text overlay at the bottom of the screen that seems out of place and could be unintended. This text might be a dialogue or a message that is not properly integrated into the game's UI.",Unintended Text Overlay in Game Environment,There is a text overlay at the bottom of the screen that appears to be a dialogue or message. This text is not properly integrated into the game's UI and is displayed in a way that could be distracting to the player. It may affect the immersion and readability of the game.,UI,"The ground truth bug concerns a visual asset issue where a character should be holding a gun but the gun model is missing. The generated bug report instead talks about a misplaced text overlay in the UI, unrelated to character animations or missing weapons. The core issues are completely different.",False
question___6f86e013-61eb-4283-abc7-a8e23b4f9b8f,qwen/qwen-vl-max,"The character's body appears to be intersecting with the car, which is not a normal interaction. The body should be either on top of the car or beside it, not partially inside it. This suggests a collision detection or clipping issue.",Character Body Clipping Through Car,"The character's body is partially clipping through the car, creating an unrealistic and visually jarring effect. This issue can disrupt the immersion and potentially interfere with gameplay interactions, such as activating the car trap.",Character,"Both descriptions report a character (zombie) mesh intersecting with the geometry of a car. The ground truth specifies the zombie clipping into the car’s hood, while the generated report speaks of the character’s body clipping through the car more generally, but this is essentially the same core issue: improper collision causing the character to penetrate the car model.",True
question___0a408cdf-72a0-4464-b7f0-0c99be1eaa6c,qwen/qwen-vl-max,"The character's dress appears to have a smooth, consistent texture and color, which is appropriate for the scene. However, the environment, particularly the wooden fence, shows signs of graphical issues. The fence appears to be partially transparent and has an unnatural, floating appearance, which is inconsistent with the rest of the environment.",Graphical Issue with Wooden Fence,The wooden fence on the right side of the image appears to be partially transparent and seems to be floating above the ground. This graphical glitch disrupts the immersion of the scene and could potentially affect the player's interaction with the environment.,Environment (Wooden Fence),"The ground-truth issue is that ""some floating elements"" are visible in front of the girl; it does not specify what those elements are, only that parts of the scene are missing/incorrect and appear to float. The generated report, however, pinpoints a specific object – a wooden fence on the right side – that is partially transparent and floating above the ground. The location (right side vs. in front of the girl) and the nature of the faulty object (wooden fence vs. unspecified floating elements) differ. Because the generated report describes a distinct, specific rendering problem that is not explicitly mentioned in the ground-truth description, they cannot be confidently considered the same bug.",False
question___263db65f-c8d7-48ae-bfb9-930cab3f955a,qwen/qwen-vl-max,The character 'I Love Bacon' appears to have a visual glitch where the edges of the character model are outlined in blue. This is likely due to an incorrect application of lighting or a shader effect that is not properly rendered.,Character Model with Blue Outline,The character 'I Love Bacon' has a blue outline around the edges of the model. This visual glitch makes the character stand out unnaturally from the environment and can be distracting to the player. It may also indicate underlying issues with the game's rendering engine.,Character,"Ground truth bug concerns weapon positioning: the weapon is detached from the character’s hand, floating and clipping. Generated report talks about a blue outline around the character model, a completely different visual artifact unrelated to weapon placement or clipping. No overlap in symptoms or cause.",False
question___68426304-5705-4995-8967-9adf5a6e89a4,qwen/qwen-vl-max,"The trophy held by the character appears to have a graphical glitch. The trophy is rendered with a green wireframe around it, which is not typically part of the trophy's design. This wireframe is likely an unintended visual artifact.",Green Wireframe on Trophy,The trophy being held by the character is rendered with an additional green wireframe around it. This wireframe is not part of the trophy's design and appears to be a graphical glitch. It may affect the visual immersion and realism of the scene.,Trophy,Ground truth describes character clipping: two characters intersecting wearing blue hat. Generated report talks about a trophy rendered with green wireframe. Completely different objects and issues (clipping vs extraneous wireframe). Therefore they do not match.,False
question___5c8b8307-2266-428f-9553-01efe4c45cef,qwen/qwen-vl-max,"The character appears to be partially inside the vehicle, with their legs and feet not properly rendered or positioned. This suggests a collision detection or model clipping issue.",Character Model Clipping Inside Vehicle,"The character's model is improperly rendered, with parts of the body (legs and feet) appearing to be inside the vehicle. This visual glitch may affect the player's ability to interact with the environment and control the character.",Character,"The ground truth describes a visual glitch where a person (wearing orange) has their lower body clipping into the truck’s fuel tank. The generated report also describes a visual glitch in which the character’s legs and feet are inside the vehicle. Both point to the same core issue: character model clipping into a part of the truck/vehicle. Differences in wording (mention of fuel tank and orange clothing) do not change the fundamental problem being reported. Thus, they refer to the same bug.",True
question___cf341a61-5553-407f-8141-6444d1297379,qwen/qwen-vl-max,"The character model appears to be in an unnatural and physically impossible position, suggesting a clipping or physics glitch. The character's limbs are intersecting with the ground and other objects, which is not typical behavior for a physics engine.",Character Model Clipping Through Environment,"The character model is in an unnatural position, with limbs intersecting the ground and other objects. This suggests a clipping or physics glitch where the character model is not interacting correctly with the environment. This could affect gameplay by making it difficult to navigate or interact with the environment and other characters.",Character,"Both descriptions refer to a physics/clipping issue where a character’s body parts intersect or clip into the ground, resulting in an unnatural pose. The generated report describes limbs intersecting the ground due to a physics glitch, which aligns with the ground truth’s ragdoll physics glitch causing clipping while lying on the ground.",True
question___5ec16bfe-1855-41fd-820c-c81cbec49ae5,qwen/qwen-vl-max,"The character in the foreground appears to be in an unnatural and contorted position, with limbs that do not align with typical human anatomy. This suggests a graphical bug where the character model has not been rendered correctly.",Character Model Rendering Issue,"The character in the foreground is depicted in an unnatural and contorted position, with limbs that do not align with typical human anatomy. This graphical bug affects the visual integrity of the character model and may impact the player's immersion and gameplay experience.",Character,"Ground truth describes the specific problem of a fallen character model penetrating (clipping) into the ground surface. The generated report instead speaks of the character being in an ""unnatural and contorted position"" with anatomically incorrect limb alignment; it never mentions intersection with the ground or clipping. Thus, while both concern a visual issue with a character model, they describe different manifestations (clipping vs. limb distortion).",False
question___49507a6d-f1e7-4dd3-b68e-f78a4fa1e10b,qwen/qwen-vl-max,"The sheep in the image appear to be floating above the ground, which is not a typical behavior for animals in a game environment. This suggests a graphical glitch where the animals are not rendered correctly in their intended position.",Floating Sheep in Barn,"The sheep in the barn are rendered in an elevated position, appearing to float above the ground. This visual anomaly is likely due to a rendering issue where the animals are not placed correctly within the game environment. This glitch may affect the player's interaction with the animals and the overall immersion of the game.",Sheep,"The ground truth describes a visual glitch where two white sheep are floating in mid-air near the ceiling. The generated report similarly describes sheep that are “rendered in an elevated position, appearing to float above the ground,” which is the same core issue: sheep are not on the ground but floating. Although the generated report omits the exact number of sheep and the fact they are near the ceiling, those details are secondary; the central bug (sheep floating in the air) is identical.",True
question___7436dd5d-0568-46eb-932e-a65441944c45,qwen/qwen-vl-max,"The image appears to be from a military-themed video game. The characters are equipped with gas masks and military gear, standing in a natural environment. There are no obvious visual glitches such as texture misalignments, clipping issues, or color distortions. The environment and characters are rendered correctly, and the lighting appears consistent with the time of day depicted.",No visual glitches detected,"The image shows two characters in a natural environment with no apparent graphical bugs or rendering issues. The characters, their gear, and the environment are rendered correctly. The lighting and textures are consistent and there are no signs of visual glitches such as texture misalignments, clipping, or color distortions.",None,"Ground truth reports a specific clipping issue: the front character's hand emerges incorrectly from the belly, indicating a clear visual glitch. The generated bug report states that no visual glitches or clipping issues are present. These statements are directly contradictory; therefore, they do not describe the same bug.",False
question___bb139a58-c006-4c44-bfb7-e95fd63806be,qwen/qwen-vl-max,"The character's glasses appear to be rendered incorrectly, with the lenses showing a distorted reflection that does not match the environment. This suggests a graphical glitch in the rendering of the glasses.",Incorrect Rendering of Character's Glasses,The character's glasses are displaying a distorted reflection that does not align with the surrounding environment. This visual inconsistency can be distracting and may affect the immersion of the player. The issue is specific to the glasses and does not appear to affect other parts of the character or the environment.,Character's glasses,"Ground truth describes a severe rendering glitch where large portions of the character’s body (head, neck, torso) are missing. The generated report talks about a minor visual distortion limited to the character’s glasses, explicitly stating that no other parts of the character are affected. The nature, scope, and visual symptoms differ completely, so they do not refer to the same bug.",False
question___9d2b86ea-668b-4c2c-983a-387aea492aa2,qwen/qwen-vl-max,"The image appears to be from a first-person shooter game with a combat scenario. There are no obvious visual glitches such as texture misalignments, clipping issues, or transparency problems. However, the lighting on the weapon and the character's hand seems slightly inconsistent with the environment, which could be a potential issue.",Inconsistent Lighting on Weapon and Hand,"The lighting on the weapon and the character's hand appears to be inconsistent with the surrounding environment. The weapon and hand have a brighter and more pronounced light source compared to the rest of the scene, which creates a visual disconnect. This could potentially affect the immersion and realism of the game.",Weapon and Character's Hand,"Ground truth describes characters intersecting with the ground (clipping issue), while generated report talks about lighting inconsistency on a weapon and hand. No similarity in issue type, objects affected, or visual symptoms.",False
question___7ed7785e-add8-4591-8aa7-d542fe8c2887,qwen/qwen-vl-max,"The image appears to be from a video game with a night-time setting in a forest. The characters and environment look well-rendered, with no obvious graphical glitches or rendering issues visible. The UI elements are clear and legible.",No Visual Glitches Observed,"The screenshot shows a group of characters in a forest environment at night. All characters and environmental elements are rendered correctly. The UI, including the mission objectives, minimap, and other on-screen elements, are clear and functional. No graphical bugs or rendering issues are present.",None,"The ground truth describes a specific visual bug where a character and their gun are floating unnaturally while the hands remain idle. The generated report instead claims that there are no visual glitches or rendering issues at all. It neither mentions floating characters nor any similar anomaly; in fact, it explicitly states everything is fine. Therefore, the generated report does not describe the same issue as the ground truth.",False
question___c382ed0a-145d-427d-a546-15e6e059e89e,qwen/qwen-vl-max,"The character's face appears distorted, with an unnatural expression and misaligned features. This suggests a graphical bug affecting the character model's texture or animation.",Character Face Distortion,"The character's face is rendered incorrectly, with features that are misaligned and an unnatural expression. This could affect the immersion and realism of the game, potentially impacting the player's experience.",Character,"Ground truth reports two separate characters overlapping/merging (clipping) into each other. Generated report talks about a single character’s facial features being misaligned or distorted, with no mention of two characters intersecting. The core issues are different: character-to-character clipping vs. facial rendering distortion.",False
question___4988d899-1238-4abd-a28e-b7c10e6bcc0d,qwen/qwen-vl-max,"The image appears to be from a flight simulation game with a detailed hangar scene. There are no obvious graphical bugs or rendering issues visible. The characters, objects, and environment are rendered correctly, and the UI elements are clear and legible.",No visual glitches detected,"The hangar scene, including the characters, helicopter, and UI elements, appears to be rendered correctly without any graphical anomalies. The environment and objects are detailed and there are no signs of texture issues, clipping, or other visual bugs.",None,"The ground truth states a clear visual bug: ""The helicopter is upside down."" The generated bug report asserts the opposite, claiming there are ""No visual glitches"" and everything is rendered correctly. Therefore, it does not describe the same issue.",False
question___630c7cdc-d0a3-43ca-989c-4a13042803d1,qwen/qwen-vl-max,"The image appears to be from a cutscene with two characters in a well-lit environment. There are no obvious graphical glitches such as texture misalignments, clipping issues, or visual artifacts. The characters and background are rendered correctly, and the lighting is consistent with the scene's atmosphere.",No apparent visual glitches detected,The image shows two characters in a well-lit room with detailed textures and consistent lighting. There are no visible graphical bugs or rendering issues. The characters' models and the environment appear to be rendered correctly.,None,"The ground truth states a clear issue: the left character is clipping into the wall (a visual glitch). The generated bug report explicitly says there are no visual glitches or rendering issues and everything looks correct. Therefore, the generated report contradicts the ground truth and does not describe the same bug.",False
question___2bccc0ba-f9b2-4f1c-92b9-2a821238d878,qwen/qwen-vl-max,"The image appears to be from a first-person shooter game with a snowy environment. There are no obvious visual glitches such as texture misalignments, clipping issues, or transparency problems. The HUD elements are clear and properly aligned. The environment and objects appear to be rendered correctly.",No Visual Glitches Detected,"The screenshot shows a first-person perspective with a snowy environment and a weapon in the foreground. The HUD elements, including the map, player count, and weapon status, are all clearly visible and properly aligned. The environment and objects, such as the snow and the helicopter in the background, are rendered without any noticeable graphical issues.",None,"The ground truth describes a visual bug where “a gun is floating in the air.” The generated bug report explicitly claims that no visual glitches are detected and that all elements, including the weapon, appear normal. Therefore, it does not mention or acknowledge the floating gun issue and describes the opposite situation.",False
question___06f30afd-547a-48cc-9a3f-98eefc11f347,qwen/qwen-vl-max,"The character's right hand appears to be floating in an unnatural position, which is not typical for a standing pose. This suggests a possible animation or model clipping issue.",Character Hand Positioning Glitch,"The character's right hand is positioned in an unnatural, floating manner, which is inconsistent with a normal standing pose. This visual anomaly could be due to an animation glitch or a model clipping issue. It may affect the immersion and realism of the game environment.",Character,"The ground truth describes a visual glitch specifically on the character’s head and face, involving a dark object clipping out of that area. The generated report instead describes the character’s right hand floating in an unnatural position. These are two different body parts and distinct visual problems, so they do not refer to the same bug.",False
question___7f771e83-c2eb-4575-b0aa-3632fc0584dc,qwen/qwen-vl-max,"The image appears to be from a video game with a character standing in a natural environment. There are no obvious visual glitches such as texture misalignments, clipping issues, or color distortions. The character and environment look properly rendered.",No Visual Glitches Detected,"The character and environment are rendered correctly with no apparent graphical bugs or rendering issues. The textures, lighting, and shadows appear consistent and properly applied.",None,"Ground truth bug: character floating above ground (visual glitch). Generated report claims no visual glitches and no issue. It does not mention or describe the floating person bug, therefore does not match.",False
question___f30767ff-5190-49d9-9118-601ee88d7d2e,qwen/qwen-vl-max,"The image appears to be from a first-person shooter game with a clear view of the environment and characters. There are no obvious visual glitches such as texture misalignments, clipping issues, or transparency problems. The characters and objects are rendered correctly, and the environment looks consistent.",No Visual Glitches Detected,"The screenshot shows a clear and consistent rendering of the game environment, characters, and objects. There are no visible graphical bugs or rendering issues that affect the visual integrity of the scene. The characters are properly positioned, and the environment is rendered without any noticeable errors.",None,"The ground truth reports a specific rendering issue: the central soldier is clipping into the ground. The generated bug report explicitly states that there are no visual glitches, that all characters are properly positioned, and that no issues are present. Thus, the generated report contradicts the ground truth and does not describe the same bug.",False
question___e6f876a3-b021-4976-b51e-b4b5d57d4a82,qwen/qwen-vl-max,"The character appears to be partially embedded in the table, which is an unusual and unintended visual effect. This suggests a collision detection or model clipping issue.",Character Model Clipping Through Environment,"The character model is partially embedded in the table, indicating a collision detection or model clipping issue. This visual glitch may affect the player's ability to interact with the character or the environment and can break immersion.",Character,"Both reports describe the exact same visual issue: a character model is intersecting/clipping with a table (""standing inside the table"" vs. ""partially embedded in the table""). The generated report conveys the same core problem of collision/clipping as the ground truth.",True
question___c385395a-7cb4-4df0-80b6-cff43f00e9ab,qwen/qwen-vl-max,"The character on the right appears to be in an unnatural position relative to the other character, with their face very close to the other character's helmet. This suggests a clipping or collision detection issue where the characters' models are not interacting correctly.",Character Models Clipping During Dialogue,"During a dialogue scene, one character's model is positioned too close to another character, with their face nearly touching the other character's helmet. This creates an unnatural and visually jarring interaction. The issue may affect the immersion and believability of the scene.",Character Models,"Ground truth: characters’ heads clip into each other (overlap of head models). Generated report: describes character models clipping during dialogue, with one character’s face almost inside another’s helmet, highlighting an unnatural visual overlap. Both reports focus on the same core issue: head/character model clipping (overlapping) between two characters.",True
question___fef66676-e81f-407f-907c-1f1ec8c8246b,qwen/qwen-vl-max,"The character's hand appears to be intersecting with the vehicle, which is an indication of a graphical bug. The hand should not be able to pass through solid objects in the game environment.",Character Hand Intersecting with Vehicle,"The character's right hand is visibly intersecting with the vehicle, suggesting a graphical rendering issue. This glitch affects the visual integrity of the scene and may impact the player's immersion and perception of realism in the game.",Character,Ground truth describes legs clipping into car while standing on top. Generated report talks about right hand intersecting with vehicle. Body part and scenario differ; core issue of limb clipping same type but specific manifestation different. Not same bug as described.,False
question___fe5f4c6f-fcc3-47be-91b6-a3648a93c724,qwen/qwen-vl-max,"The image shows a character standing in an office environment. There is a noticeable visual glitch where the character's legs appear to be partially embedded into the floor, which is not a natural or intended visual effect. This suggests a rendering issue where the character model is not correctly positioned relative to the environment.",Character Model Embedded in Floor,"The character's legs are partially embedded into the floor, creating an unnatural and visually jarring effect. This glitch could potentially impact gameplay by affecting the character's movement or interactions with the environment.",Character,"Both descriptions involve visual issues with a character’s legs, but the specifics differ. The ground truth specifies that a single leg is raised and bent, clipping through a desk. The generated report states that both legs are embedded in (clipping through) the floor. The objects involved (desk vs. floor) and the pose (raised/bent vs. partially embedded) are different, indicating they are not describing the same bug instance.",False
question___36f97ecf-c5d0-4c52-a09d-ac6b079404c3,qwen/qwen-vl-max,"The character on the ladder appears to have a visual glitch where the lower part of their body is not properly rendered, showing a red, incomplete mesh. This suggests a rendering issue where the character model is not fully loaded or has been corrupted.",Character Model Rendering Incomplete on Ladder,"The character on the ladder has a visual glitch where the lower part of their body is not properly rendered. The mesh appears incomplete, with a red outline indicating missing or improperly loaded textures. This could affect the player's immersion and potentially impact gameplay if the character's actions are affected.",Character,"Ground truth bug is about mesh clipping through ladder and ledge during climb (interpenetration), while generated report talks about lower body not rendered/missing textures with red outline, suggesting incomplete rendering rather than clipping. No mention of intersection with ladder or environment. Therefore they describe different issues.",False
question___02983e91-c83d-4a83-a670-f07cd7df19db,qwen/qwen-vl-max,"The character appears to be in an unnatural pose, possibly due to an animation glitch. The character's body is positioned in a way that does not align with typical human movement, suggesting a potential issue with the animation or physics system.",Character in unnatural pose,The character is depicted in a pose that does not align with natural human movement. The character's body is positioned in a way that suggests a potential issue with the animation or physics system. This could affect the player's ability to control the character and may impact gameplay.,Character,"Ground truth describes a very specific issue: the character is floating above the ground in a sitting position (implying levitation / lack of ground contact). The generated report only says the character is in an ""unnatural pose"" without specifying floating or being above ground; it could refer to any awkward animation. Because the key symptom of floating is not mentioned, the core issues do not clearly align.",False
question___7e89ddca-b087-44b0-9b64-8c4e47fd3e56,qwen/qwen-vl-max,"The aircraft appears to be rendered correctly with no obvious graphical issues. The environment and UI elements also seem to be displayed accurately. However, the aircraft's shadow on the ground is not aligned with the aircraft itself, which could be a rendering glitch.",Aircraft Shadow Misalignment,The shadow of the aircraft on the ground is not aligned with the aircraft's position. This misalignment is noticeable and can affect the visual immersion of the game. It does not seem to impact gameplay mechanics but could be distracting for players.,Aircraft Shadow,Ground truth bug is about a person clipping through the airplane (physical clipping/collision issue). Generated report is about the aircraft's shadow being misaligned (visual shadow rendering issue). These are entirely different problems with no overlap in symptoms or elements involved.,False
question___98092b09-796d-4956-8dc5-3e33ffe95606,qwen/qwen-vl-max,"The character's face appears to be missing texture or has a graphical error, resulting in a black area where the face should be. This is likely due to a texture loading issue or a rendering bug.",Character Face Texture Missing,"The character's face is not properly rendered, showing a black area instead of facial features. This could affect the immersion and visual consistency of the game.",Character,"Ground truth describes misalignment and clipping between the character’s hand and gun, whereas the generated report talks about a missing face texture resulting in a black area. These are entirely different visual issues with different affected body parts and symptoms.",False
question___69ab4c9c-0cc4-4332-ae29-4aa0cce4a8c9,qwen/qwen-vl-max,"The character in the image appears to be a zombie with a head that is not properly rendered, showing a hole where the head should be. This is likely a graphical bug where the head model has not been loaded or has been rendered incorrectly.",Zombie Character with Missing Head,"The zombie character in the image has a head that is not properly rendered, appearing as a hole with blood splatter. This visual glitch affects the character's appearance and could potentially impact the immersion and realism of the game environment.",Character,Ground truth describes a clipping issue where the zombie intersects with a desk. Generated report describes a rendering issue where the zombie's head is missing (hole with blood). No overlap between desk clipping and missing head. Hence they are different bugs.,False
question___3b3cf9f9-bb24-4c9c-9a1b-50194601fdd0,qwen/qwen-vl-max,"The character's face appears to have a slightly distorted texture, particularly around the mouth and chin area. This could be due to a texture mapping issue or a problem with the character model.",Character Face Texture Distortion,"The character's face exhibits a texture distortion, particularly noticeable around the mouth and chin. This visual glitch may affect the immersion and realism of the character's appearance during dialogue sequences.",Character,"Ground truth bug is about sheets of paper floating in the air – a physics/placement issue. The generated bug report concerns a texture distortion on a character’s face, unrelated to floating paper. The core issues are completely different in nature and context.",False
question___de7a8468-e1f3-44f9-9b21-462b0a281885,qwen/qwen-vl-max,"The character appears to be in a crouched position, but the legs are not visible, which suggests a clipping issue where the character model is intersecting with the environment. This could be a graphical bug where the character's model is not rendering correctly in relation to the environment.",Character Model Clipping with Environment,"The character model is intersecting with the environment, specifically the sink and countertop. The legs of the character are not visible, and the model appears to be partially embedded in the environment. This could affect the player's ability to navigate and interact with the environment properly.",Character,"The ground truth specifies that a person’s legs are clipping into the kitchen sink. The generated report states that the character model is intersecting with the sink and countertop, with the legs not visible and embedded in the environment. Both describe the same core issue: the character’s legs are clipping/intersecting with the kitchen sink area.",True
question___cabc4187-a7f7-4afe-afde-8e9fbdbcf475,qwen/qwen-vl-max,"The image appears to be taken through a sniper scope, focusing on a vehicle. The vehicle's windshield shows a visual distortion, which seems to be a graphical glitch. This distortion is not consistent with the expected visual effects of a sniper scope and may affect the player's ability to accurately target and interact with the vehicle.",Graphical Distortion on Vehicle Windshield,"The windshield of the vehicle in the sniper scope view is displaying a graphical distortion. This distortion appears as an irregular pattern that does not align with the expected visual effects of a sniper scope. This glitch may impair the player's ability to accurately target and interact with the vehicle, potentially affecting gameplay.",Vehicle Windshield,"The ground truth bug is about the car's position in the world (clipping and partially submerged into the ground). The generated report talks about a graphical distortion on the vehicle's windshield visible through a sniper scope. These issues concern different aspects: one is about model placement/collision, the other about a texture or rendering artifact. Therefore they do not describe the same bug.",False
question___4398f2b0-4059-4fd5-9427-403a08e68e5f,qwen/qwen-vl-max,"The image appears to be from a first-person shooter game with multiple characters in a combat scenario. There are no obvious visual glitches such as texture misalignments, clipping issues, or transparency problems. The characters and environment look properly rendered.",No Visual Glitches Detected,The image shows a scene with multiple characters in a combat scenario. All characters and objects appear to be rendered correctly without any visible graphical bugs or rendering issues. The environment and characters are properly aligned and textured.,None,"Ground truth states that a graphical issue exists: a floating hand holding a weapon on the left side. The generated report explicitly claims that no visual glitches or rendering issues are present. Therefore, they do not describe the same bug; the generated report denies the existence of the issue mentioned in the ground truth.",False
question___a40f7687-6d2f-4edf-9925-e3f0f0212059,qwen/qwen-vl-max,"The character appears to be in an unnatural position on the rock, suggesting a clipping issue or an unintended interaction with the environment. The character's posture does not align with typical movement or resting positions.",Character Clipping into Rock,"The character is positioned in a way that suggests they are clipping into the rock. This could be due to a collision detection error or an unintended interaction with the environment. The character's posture is unnatural and does not align with typical movement or resting positions, which could affect the player's ability to navigate or interact with the environment.",Character,"The ground truth states that the character is clipping inside the rock / terrain. The generated report says the character is clipping into a rock, possibly due to collision detection issues, causing an unnatural posture. Both describe the same core issue: the character intersecting the rock geometry (clipping).",True
question___2bf22802-e3e5-491e-8153-d1cf5fdd6dfb,qwen/qwen-vl-max,"The character appears to be sitting on a bench, but the bench itself is not clearly visible. This suggests a potential issue with the bench's rendering or transparency.",Bench Rendering Issue,"The character is sitting on what appears to be a bench, but the bench itself is not clearly visible. This could be due to a rendering issue where the bench is either not rendering properly or is partially transparent. This may affect the player's ability to interact with the bench or understand the environment.",Bench,"Ground truth focuses on character misalignment with the bench: person appears to float and legs clip into bench. The bench exists; issue is with character position. Generated report claims the bench itself is not clearly visible / not rendering or transparent, impacting visibility rather than alignment. No mention of floating or clipping. Therefore they describe different problems.",False
question___8821b512-c3f5-41fc-a3e5-b370b14b0748,qwen/qwen-vl-max,"The character's right hand appears to be intersecting with the gun, which is an unusual and unintended visual effect. This suggests a graphical bug where the hand model is not correctly positioned relative to the gun model.",Character Hand Intersecting with Gun,"The character's right hand is visually intersecting with the gun, creating an unrealistic and jarring appearance. This bug affects the visual integrity of the character model and could potentially impact the player's immersion and interaction with the game.",Character,"Ground truth: gun is floating behind character, implying gun is unattached and holder not rendered. Generated report: hand intersects with gun, gun still in hand but clipping/overlapping. Different visual issues; not the same core bug.",False
question___e01c3392-9525-4039-932a-f39ba19d4999,qwen/qwen-vl-max,"The image appears to be from a video game with a realistic outdoor setting. There are no obvious graphical glitches or rendering issues visible in the scene. The character, horses, and environment all seem to be rendered correctly.",No Visual Glitches Detected,"The scene depicts a character standing near a rock with three horses in the background. The lighting, shadows, and textures all appear to be rendered correctly. There are no visible artifacts, clipping issues, or other graphical anomalies.",None,"The ground truth describes a specific visual bug where a square bale is incorrectly attached to the character’s hand and floats in the air. The generated report, on the other hand, explicitly states that no visual glitches or anomalies are present. It does not mention any bale, attachment issue, or floating object. Therefore, the generated report does not describe the same issue as the ground truth.",False
question___7d987639-6c15-4ef0-a8a9-173657c01e44,qwen/qwen-vl-max,"The image appears to be from a racing game with a crowd scene. There are no obvious graphical glitches such as texture issues, clipping, or transparency problems. However, the crowd characters' animations and positioning might be worth checking for natural movement and interaction.",Crowd Character Animations and Positioning,"The crowd characters in the scene appear to be standing and interacting in a natural manner. However, it is recommended to check the animations and positioning of these characters to ensure they do not exhibit unnatural movements or clipping issues, which could affect the immersion and realism of the scene.",Crowd Characters,Ground truth reports a specific clipping bug: a green-shirted person and two others are visibly intersecting with a car. The generated report says characters look natural but suggests checking for possible clipping; it neither observes nor describes the specific clipping through a car or the green-shirt character. Therefore it does not describe the same bug.,False
question___325f1e08-52bb-4b5c-98d0-f2d3338aa094,qwen/qwen-vl-max,"The character's head appears to be abnormally large and misshapen, which is not consistent with the intended character design. This suggests a graphical bug affecting the character model.",Character Model Distortion,The character named 'LOVECHICKEN' has a head that appears abnormally large and misshapen. This graphical bug affects the character's appearance and may impact the immersion and visual consistency of the game.,Character,"Ground truth bug: LOVECHICKEN character stuck in T-pose with arms outstretched and slight head tilt (animation/stance issue). Generated bug report: describes head size/shape distortion, no mention of T-pose or stance. The two issues concern different visual problems; stance vs. head deformation.",False
question___dc514419-1d5d-4796-afce-837e9dfe7fd1,qwen/qwen-vl-max,"The image appears to be from a historical military-themed video game. The vehicle and soldiers are rendered clearly, but there is a noticeable shadow under the vehicle that does not align with the lighting direction, suggesting a potential rendering issue.",Misaligned Shadow Under Vehicle,"The shadow under the military vehicle does not align with the direction of the light source, which is coming from the top left. This misalignment creates an unrealistic visual effect and can disrupt the immersion of the game environment.",Vehicle Shadow,Ground truth bug is about characters clipping into each other and the vehicle. Generated report talks about incorrect vehicle shadow alignment. No overlap in subject or symptom.,False
question___6230fe66-9a4a-47c4-a346-66e8fdd7a60c,qwen/qwen-vl-max,"The image appears to be from a first-person shooter game. There are no obvious visual glitches or rendering issues in the scene. The character model, environment, and UI elements all appear to be rendered correctly.",No visual glitches detected,"The screenshot shows a first-person perspective with a character model, environment, and UI elements that are all rendered correctly. There are no apparent visual glitches or rendering issues.",None,"The ground truth describes a specific visual issue: the character's weapon and hand clip into a door. The generated report explicitly states that no visual glitches or rendering issues are present. Therefore, it denies the existence of the clipping issue and does not describe the same bug.",False
question___248b3fac-9f83-40e4-85c7-89d7731a4715,qwen/qwen-vl-max,"The image appears to be from a video game with a character riding a horse and another horse standing beside them. The environment looks detailed and realistic, but there are no obvious visual glitches or rendering issues visible in this screenshot.",No apparent visual glitches detected,"The image shows a character on a horse with another horse standing beside them. The environment, characters, and horses are rendered without any noticeable graphical bugs or rendering issues. The scene appears to be consistent with the expected visual quality of the game.",None,"The ground truth describes a clear visual bug: a person’s head is clipping into the body of the brown horse on the right. The generated bug report states that no visual glitches are detected and that everything looks normal. It directly contradicts the presence of any graphical issue, therefore does not reference or describe the clipping bug mentioned in the ground truth.",False
